SYMBOL,NAME OF COMPANY, ISIN NUMBER,Ticker
KSOLVES,Ksolves India Limited,INE0D6I01023,KSOLVES.NS
KSR,KSR Footwear Limited,INE1SPP01016,KSR.NS
KTKBANK,The Karnataka Bank Limited,INE614B01018,KTKBANK.NS
KUANTUM,Kuantum Papers Limited,INE529I01021,KUANTUM.NS
LAGNAM,Lagnam Spintex Limited,INE548Z01017,LAGNAM.NS
LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,LAKPRE.NS
LAL,Lorenzini Apparels Limited,INE740X01023,LAL.NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,LALPATHLAB.NS
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,LAMBODHARA.NS
LANCORHOL,Lancor Holdings Limited,INE572G01025,LANCORHOL.NS
LANDMARK,Landmark Cars Limited,INE559R01029,LANDMARK.NS
LAOPALA,La Opala RG Limited,INE059D01020,LAOPALA.NS
LASA,Lasa Supergenerics Limited,INE670X01014,LASA.NS
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,LATENTVIEW.NS
LATTEYS,Latteys Industries Limited,INE262Z01023,LATTEYS.NS
LAURUSLABS,Laurus Labs Limited,INE947Q01028,LAURUSLABS.NS
LAXMICOT,Laxmi Cotspin Limited,INE801V01019,LAXMICOT.NS
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,LAXMIDENTL.NS
LAXMIINDIA,Laxmi India Finance Limited,INE06WU01026,LAXMIINDIA.NS
LCCINFOTEC,LCC Infotech Limited,INE938A01021,LCCINFOTEC.NS
LEMERITE,Le Merite Exports Limited,INE0G1L01017,LEMERITE.NS
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,LEMONTREE.NS
LENSKART,Lenskart Solutions Limited,INE956O01016,LENSKART.NS
LEXUS,Lexus Granito (India) Limited,INE500X01013,LEXUS.NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,LFIC.NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,LGBBROSLTD.NS
LGEINDIA,LG Electronics India Limited,INE324D01010,LGEINDIA.NS
LGHL,Laxmi Goldorna House Limited,INE258Y01016,LGHL.NS
LIBAS,Libas Consumer Products Limited,INE908V01012,LIBAS.NS
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,LIBERTSHOE.NS
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,LICHSGFIN.NS
LICI,Life Insurance Corporation Of India,INE0J1Y01017,LICI.NS
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,LIKHITHA.NS
LINC,Linc Limited,INE802B01027,LINC.NS
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,LINCOLN.NS
LINDEINDIA,Linde India Limited,INE473A01011,LINDEINDIA.NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,LLOYDSENGG.NS
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,LLOYDSENT.NS
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,LLOYDSME.NS
LMW,LMW Limited,INE269B01029,LMW.NS
LODHA,Lodha Developers Limited,INE670K01029,LODHA.NS
LOKESHMACH,Lokesh Machines Limited,INE397H01017,LOKESHMACH.NS
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,LORDSCHLO.NS
LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,LOTUSDEV.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,LOTUSEYE.NS
LOVABLE,Lovable Lingerie Limited,INE597L01014,LOVABLE.NS
LOYALTEX,Loyal Textile Mills Limited,INE970D01010,LOYALTEX.NS
LPDC,Landmark Property Development Company Limited,INE197J01017,LPDC.NS
LT,Larsen & Toubro Limited,INE018A01030,LT.NS
LTF,L&T Finance Limited,INE498L01015,LTF.NS
LTFOODS,LT Foods Limited,INE818H01020,LTFOODS.NS
LTIM,LTIMindtree Limited,INE214T01019,LTIM.NS
LTTS,L&T Technology Services Limited,INE010V01017,LTTS.NS
LUMAXIND,Lumax Industries Limited,INE162B01018,LUMAXIND.NS
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,LUMAXTECH.NS
LUPIN,Lupin Limited,INE326A01037,LUPIN.NS
LUXIND,Lux Industries Limited,INE150G01020,LUXIND.NS
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,LXCHEM.NS
LYKALABS,Lyka Labs Limited,INE933A01014,LYKALABS.NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,INE142K01011,LYPSAGEMS.NS
M&M,Mahindra & Mahindra Limited,INE101A01026,M&M.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,M&MFIN.NS
MAANALU,Maan Aluminium Limited,INE215I01027,MAANALU.NS
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,MACPOWER.NS
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,MADHAV.NS
MADHUCON,Madhucon Projects Limited,INE378D01032,MADHUCON.NS
MADRASFERT,Madras Fertilizers Limited,INE414A01015,MADRASFERT.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,MAGADSUGAR.NS
MAGNUM,Magnum Ventures Limited,INE387I01016,MAGNUM.NS
MAHABANK,Bank of Maharashtra,INE457A01014,MAHABANK.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,MAHAPEXLTD.NS
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,MAHASTEEL.NS
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,MAHEPC.NS
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,MAHESHWARI.NS
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,MAHLIFE.NS
MAHLOG,Mahindra Logistics Limited,INE766P01016,MAHLOG.NS
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,MAHSCOOTER.NS
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,MAHSEAMLES.NS
MAITHANALL,Maithan Alloys Limited,INE683C01011,MAITHANALL.NS
MALLCOM,Mallcom (India) Limited,INE389C01015,MALLCOM.NS
MALUPAPER,Malu Paper Mills Limited,INE383H01017,MALUPAPER.NS
MAMATA,Mamata Machinery Limited,INE0TO701015,MAMATA.NS
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,MANAKALUCO.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,MANAKCOAT.NS
MANAKSIA,Manaksia Limited,INE015D01022,MANAKSIA.NS
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,MANAKSTEEL.NS
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,MANALIPETC.NS
MANAPPURAM,Manappuram Finance Limited,INE522D01027,MANAPPURAM.NS
MANBA,Manba Finance Limited,INE939X01013,MANBA.NS
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,MANCREDIT.NS
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,MANGALAM.NS
MANGLMCEM,Mangalam Cement Limited,INE347A01017,MANGLMCEM.NS
MANINDS,Man Industries (India) Limited,INE993A01026,MANINDS.NS
MANINFRA,Man Infraconstruction Limited,INE949H01023,MANINFRA.NS
MANKIND,Mankind Pharma Limited,INE634S01028,MANKIND.NS
MANOMAY,Manomay Tex India Limited,INE784W01015,MANOMAY.NS
MANORAMA,Manorama Industries Limited,INE00VM01036,MANORAMA.NS
MANORG,Mangalam Organics Limited,INE370D01013,MANORG.NS
MANUGRAPH,Manugraph India Limited,INE867A01022,MANUGRAPH.NS
MANYAVAR,Vedant Fashions Limited,INE825V01034,MANYAVAR.NS
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,MAPMYINDIA.NS
MARALOVER,Maral Overseas Limited,INE882A01013,MARALOVER.NS
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,MARATHON.NS
MARICO,Marico Limited,INE196A01026,MARICO.NS
MARINE,Marine Electricals (India) Limited,INE01JE01028,MARINE.NS
MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,MARKOLINES.NS
MARKSANS,Marksans Pharma Limited,INE750C01026,MARKSANS.NS
MARUTI,Maruti Suzuki India Limited,INE585B01010,MARUTI.NS
MASFIN,MAS Financial Services Limited,INE348L01012,MASFIN.NS
MASKINVEST,Mask Investments Limited,INE885F01015,MASKINVEST.NS
MASTEK,Mastek Limited,INE759A01021,MASTEK.NS
MASTERTR,Master Trust Limited,INE677D01037,MASTERTR.NS
MATRIMONY,Matrimony.Com Limited,INE866R01028,MATRIMONY.NS
MAWANASUG,Mawana Sugars Limited,INE636A01039,MAWANASUG.NS
MAXESTATES,Max Estates Limited,INE03EI01018,MAXESTATES.NS
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,MAXHEALTH.NS
MAXIND,Max India Limited,INE0CG601016,MAXIND.NS
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,MAYURUNIQ.NS
MAZDA,Mazda Limited,INE885E01042,MAZDA.NS
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,MAZDOCK.NS
MBAPL,Madhya Bharat Agro Products Limited,INE900L01010,MBAPL.NS
MBEL,M & B Engineering Limited,INE08N601015,MBEL.NS
MBLINFRA,MBL Infrastructure Limited,INE912H01013,MBLINFRA.NS
MCL,Madhav Copper Limited,INE813V01022,MCL.NS
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,MCLEODRUSS.NS
MCLOUD,Magellanic Cloud Limited,INE613C01026,MCLOUD.NS
MCX,Multi Commodity Exchange of India Limited,INE745G01043,MCX.NS
MEDANTA,Global Health Limited,INE474Q01031,MEDANTA.NS
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,MEDIASSIST.NS
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,MEDICAMEQ.NS
MEDICO,Medico Remedies Limited,INE630Y01024,MEDICO.NS
MEDPLUS,Medplus Health Services Limited,INE804L01022,MEDPLUS.NS
MEESHO,Meesho Limited,INE0VDM01015,MEESHO.NS
MEGASOFT,Megasoft Limited,INE933B01012,MEGASOFT.NS
MEGASTAR,Megastar Foods Limited,INE00EM01016,MEGASTAR.NS
MEIL,Mangal Electrical Industries Limited,INE0PKD01011,MEIL.NS
MENONBE,Menon Bearings Limited,INE071D01033,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,INE776I01010,MEP.NS
METROBRAND,Metro Brands Limited,INE317I01021,METROBRAND.NS
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,METROPOLIS.NS
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,MFML.NS
MFSL,Max Financial Services Limited,INE180A01020,MFSL.NS
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,MGEL.NS
MGL,Mahanagar Gas Limited,INE002S01010,MGL.NS
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,MHLXMIRU.NS
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,MHRIL.NS
MICEL,MIC Electronics Limited,INE287C01037,MICEL.NS
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,MIDHANI.NS
MIDWESTLTD,Midwest Limited,INE0XAD01024,MIDWESTLTD.NS
MINDACORP,Minda Corporation Limited,INE842C01021,MINDACORP.NS
MINDTECK,Mindteck (India) Limited,INE110B01017,MINDTECK.NS
MIRCELECTR,MIRC Electronics Limited,INE831A01028,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,INE771A01026,MIRZAINT.NS
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,MITCON.NS
MITTAL,Mittal Life Style Limited,INE997Y01027,MITTAL.NS
MKPL,M K Proteins Limited,INE964W01021,MKPL.NS
MMFL,MM Forgings Limited,INE227C01017,MMFL.NS
MMP,MMP Industries Limited,INE511Y01018,MMP.NS
MMTC,MMTC Limited,INE123F01029,MMTC.NS
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,MOBIKWIK.NS
MODINATUR,Modi Naturals Limited,INE537F01012,MODINATUR.NS
MODIRUBBER,Modi Rubber Limited,INE832A01018,MODIRUBBER.NS
MODIS,Modis Navnirman Limited,INE0L0L01012,MODIS.NS
MODISONLTD,MODISON LIMITED,INE737D01021,MODISONLTD.NS
MODTHREAD,Modern Threads (India) Limited,INE794W01014,MODTHREAD.NS
MOHITIND,Mohit Industries Limited,INE954E01012,MOHITIND.NS
MOIL,MOIL Limited,INE490G01020,MOIL.NS
MOKSH,Moksh Ornaments Limited,INE514Y01020,MOKSH.NS
MOL,Meghmani Organics Limited,INE0CT101020,MOL.NS
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,MOLDTKPAC.NS
MONARCH,Monarch Networth Capital Limited,INE903D01011,MONARCH.NS
MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,MONEYBOXX.NS
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,MONTECARLO.NS
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,MOREPENLAB.NS
MOSCHIP,Moschip Technologies Limited,INE935B01025,MOSCHIP.NS
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,MOTHERSON.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,MOTILALOFS.NS
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,MOTISONS.NS
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,MOTOGENFIN.NS
MPHASIS,MphasiS Limited,INE356A01018,MPHASIS.NS
MPSLTD,MPS Limited,INE943D01017,MPSLTD.NS
MRF,MRF Limited,INE883A01011,MRF.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,MRPL.NS
MSPL,MSP Steel & Power Limited,INE752G01015,MSPL.NS
MSTCLTD,Mstc Limited,INE255X01014,MSTCLTD.NS
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,MSUMI.NS
MTARTECH,Mtar Technologies Limited,INE864I01014,MTARTECH.NS
MTEDUCARE,MT Educare Limited,INE472M01018,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,MTNL.NS
MUFIN,Mufin Green Finance Limited,INE08KJ01020,MUFIN.NS
MUFTI,Credo Brands Marketing Limited,INE220Q01020,MUFTI.NS
MUKANDLTD,Mukand Limited,INE304A01026,MUKANDLTD.NS
MUKKA,Mukka Proteins Limited,INE0CG401037,MUKKA.NS
MUKTAARTS,Mukta Arts Limited,INE374B01019,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,INE577A01027,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,MUTHOOTFIN.NS
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,MUTHOOTMF.NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,MVGJL.NS
MWL,Mangalam Worldwide Limited,INE0JYY01011,MWL.NS
NACLIND,NACL Industries Limited,INE295D01020,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,NAGAFERT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,NAM-INDIA.NS
NARMADA,Narmada Agrobase Limited,INE117Z01011,NARMADA.NS
NATCAPSUQ,Natural Capsules Limited,INE936B01015,NATCAPSUQ.NS
NATCOPHARM,Natco Pharma Limited,INE987B01026,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,INE139A01034,NATIONALUM.NS
NAUKRI,Info Edge (India) Limited,INE663F01032,NAUKRI.NS
NAVA,NAVA LIMITED,INE725A01030,NAVA.NS
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,INE278M01019,NAVKARCORP.NS
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,NAVKARURB.NS
NAVNETEDUL,Navneet Education Limited,INE060A01024,NAVNETEDUL.NS
NAZARA,Nazara Technologies Limited,INE418L01047,NAZARA.NS
NBCC,NBCC (India) Limited,INE095N01031,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,NBIFIN.NS
NCC,NCC Limited,INE868B01028,NCC.NS
NCLIND,NCL Industries Limited,INE732C01016,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,INE756C01015,NDGL.NS
NDL,Nandan Denim Limited,INE875G01048,NDL.NS
NDLVENTURE,NDL Ventures Limited,INE353A01023,NDLVENTURE.NS
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,NDRAUTO.NS
NDTV,New Delhi Television Limited,INE155G01029,NDTV.NS
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,INE023H01027,NECLIFE.NS
NELCAST,Nelcast Limited,INE189I01024,NELCAST.NS
NELCO,NELCO Limited,INE045B01015,NELCO.NS
NEOGEN,Neogen Chemicals Limited,INE136S01016,NEOGEN.NS
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,NEPHROPLUS.NS
NESCO,Nesco Limited,INE317F01035,NESCO.NS
NESTLEIND,Nestle India Limited,INE239A01024,NESTLEIND.NS
NETWEB,Netweb Technologies India Limited,INE0NT901020,NETWEB.NS
NETWORK18,Network18 Media & Investments Limited,INE870H01013,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,INE619B01017,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,NEXTMEDIA.NS
NFL,National Fertilizers Limited,INE870D01012,NFL.NS
NGIL,Nakoda Group of Industries Limited,INE236Y01012,NGIL.NS
NGLFINE,NGL Fine-Chem Limited,INE887E01022,NGLFINE.NS
NH,Narayana Hrudayalaya Ltd.,INE410P01011,NH.NS
NHPC,NHPC Limited,INE848E01016,NHPC.NS
NIACL,The New India Assurance Company Limited,INE470Y01017,NIACL.NS
NIBE,NIBE Limited,INE149O01018,NIBE.NS
NIBL,NRB Industrial Bearings Limited,INE047O01014,NIBL.NS
NIITLTD,NIIT Limited,INE161A01038,NIITLTD.NS
NIITMTS,NIIT Learning Systems Limited,INE342G01023,NIITMTS.NS
NILAINFRA,Nila Infrastructures Limited,INE937C01029,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,INE00S901012,NILASPACES.NS
NILKAMAL,Nilkamal Limited,INE310A01015,NILKAMAL.NS
NINSYS,NINtec Systems Limited,INE395U01014,NINSYS.NS
NIPPOBATRY,Indo-National Limited,INE567A01028,NIPPOBATRY.NS
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,NIRAJ.NS
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,NIRAJISPAT.NS
NITCO,Nitco Limited,INE858F01012,NITCO.NS
NITINSPIN,Nitin Spinners Limited,INE229H01012,NITINSPIN.NS
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,NITIRAJ.NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,NIVABUPA.NS
NKIND,NK Industries Limited,INE542C01019,NKIND.NS
NLCINDIA,NLC India Limited,INE589A01014,NLCINDIA.NS
NMDC,NMDC Limited,INE584A01023,NMDC.NS
NOCIL,NOCIL Limited,INE163A01018,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,NORBTEAEXP.NS
NORTHARC,Northern Arc Capital Limited,INE850M01015,NORTHARC.NS
NOVAAGRI,Nova Agritech Limited,INE02H701025,NOVAAGRI.NS
NPST,Network People Services Technologies Limited,INE0FFK01017,NPST.NS
NRAIL,N R Agarwal Industries Limited,INE740D01017,NRAIL.NS
NRBBEARING,NRB Bearing Limited,INE349A01021,NRBBEARING.NS
NRL,Nupur Recyclers Limited,INE0JM501013,NRL.NS
NSIL,Nalwa Sons Investments Limited,INE023A01030,NSIL.NS
NSLNISP,NMDC Steel Limited,INE0NNS01018,NSLNISP.NS
NTPC,NTPC Limited,INE733E01010,NTPC.NS
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,NTPCGREEN.NS
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,NUCLEUS.NS
NURECA,Nureca Limited,INE0DSF01015,NURECA.NS
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,NUVAMA.NS
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,NUVOCO.NS
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,NYKAA.NS
OAL,Oriental Aromatics Limited,INE959C01023,OAL.NS
OBCL,Orissa Bengal Carrier Limited,INE426Z01016,OBCL.NS
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,OBEROIRLTY.NS
OCCLLTD,OCCL Limited,INE0PK601023,OCCLLTD.NS
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,ODIGMA.NS
OFSS,Oracle Financial Services Software Limited,INE881D01027,OFSS.NS
OIL,Oil India Limited,INE274J01014,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,OILCOUNTUB.NS
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,OLAELEC.NS
OLECTRA,Olectra Greentech Limited,INE260D01016,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,INE090B01011,OMAXAUTO.NS
OMAXE,Omaxe Limited,INE800H01010,OMAXE.NS
OMFREIGHT,Om Freight Forwarders Limited,INE1BZC01019,OMFREIGHT.NS
OMINFRAL,OM INFRA LIMITED,INE239D01028,OMINFRAL.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,INE474L01016,OMKARCHEM.NS
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,INE840Y01029,ONEPOINT.NS
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,ONESOURCE.NS
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,ONGC.NS
ONMOBILE,OnMobile Global Limited,INE809I01019,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,INE229A01017,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,OPTIEMUS.NS
ORBTEXP,Orbit Exports Limited,INE231G01010,ORBTEXP.NS
ORCHASP,Orchasp Limited,INE215B01022,ORCHASP.NS
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,ORCHPHARMA.NS
ORICONENT,Oricon Enterprises Limited,INE730A01022,ORICONENT.NS
ORIENTALTL,Oriental Trimex Limited,INE998H01012,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,INE607D01018,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,INE876N01018,ORIENTCEM.NS
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,ORIENTCER.NS
ORIENTELEC,Orient Electric Limited,INE142Z01019,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,INE750A01020,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,INE609C01024,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,ORIENTPPR.NS
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,ORIENTTECH.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,ORISSAMINE.NS
ORKLAINDIA,Orkla India Limited,INE16NZ01023,ORKLAINDIA.NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,ORTINGLOBE.NS
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,OSIAHYPER.NS
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,OSWALAGRO.NS
OSWALGREEN,Oswal Greentech Limited,INE143A01010,OSWALGREEN.NS
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,OSWALPUMPS.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,OSWALSEEDS.NS
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,PACEDIGITK.NS
PAGEIND,Page Industries Limited,INE761H01022,PAGEIND.NS
PAISALO,Paisalo Digital Limited,INE420C01059,PAISALO.NS
PAKKA,PAKKA LIMITED,INE551D01018,PAKKA.NS
PALASHSECU,Palash Securities Limited,INE471W01019,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,INE218G01033,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,INE922B01023,PANACEABIO.NS
PANACHE,Panache Digilife Limited,INE895W01019,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,INE305C01029,PANAMAPET.NS
PANSARI,Pansari Developers Limited,INE697V01011,PANSARI.NS
PAR,Par Drugs And Chemicals Limited,INE04LG01015,PAR.NS
PARACABLES,Paramount Communications Limited,INE074B01023,PARACABLES.NS
PARADEEP,Paradeep Phosphates Limited,INE088F01024,PARADEEP.NS
PARAGMILK,Parag Milk Foods Limited,INE883N01014,PARAGMILK.NS
PARAS,Paras Defence and Space Technologies Limited,INE045601023,PARAS.NS
PARASPETRO,Paras Petrofils Limited,INE162C01024,PARASPETRO.NS
PARKHOSPS,Park Medi World Limited,INE119201023,PARKHOSPS.NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,PARKHOTELS.NS
PARSVNATH,Parsvnath Developers Limited,INE561H01026,PARSVNATH.NS
PASHUPATI,Pashupati Cotspin Limited,INE124Y01010,PASHUPATI.NS
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,PASUPTAC.NS
PATANJALI,Patanjali Foods Limited,INE619A01035,PATANJALI.NS
PATELENG,Patel Engineering Limited,INE244B01030,PATELENG.NS
PATELRMART,Patel Retail Limited,INE0R8B01010,PATELRMART.NS
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,PATINTLOG.NS
PAUSHAKLTD,Paushak Limited,INE111F01024,PAUSHAKLTD.NS
PAVNAIND,Pavna Industries Limited,INE07S101038,PAVNAIND.NS
PAYTM,One 97 Communications Limited,INE982J01020,PAYTM.NS
PCBL,PCBL Chemical Limited,INE602A01031,PCBL.NS
PCJEWELLER,PC Jeweller Limited,INE785M01021,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,PDMJEPAPER.NS
PDSL,PDS Limited,INE111Q01021,PDSL.NS
PEARLPOLY,Pearl Polymers Limited,INE844A01013,PEARLPOLY.NS
PENIND,Pennar Industries Limited,INE932A01024,PENIND.NS
PENINLAND,Peninsula Land Limited,INE138A01028,PENINLAND.NS
PERSISTENT,Persistent Systems Limited,INE262H01021,PERSISTENT.NS
PETRONET,Petronet LNG Limited,INE347G01014,PETRONET.NS
PFC,Power Finance Corporation Limited,INE134E01011,PFC.NS
PFIZER,Pfizer Limited,INE182A01018,PFIZER.NS
PFOCUS,Prime Focus Limited,INE367G01038,PFOCUS.NS
